,AAPL,MSFT,GOOGL,AMZN,JPM,JNJ,V,PG,XOM,NVDA
2010-01-04,6.4064812660217285,23.027507781982422,15.546578407287598,6.695000171661377,28.279207229614258,39.97481918334961,19.564668655395508,37.86109924316406,37.37726974487305,0.4232904314994812
2010-01-05,6.417555332183838,23.034942626953125,15.478118896484375,6.734499931335449,28.826969146728516,39.511287689208984,19.340482711791992,37.873477935791016,37.523223876953125,0.42947155237197876
2010-01-06,6.315478801727295,22.893583297729492,15.087933540344238,6.612500190734863,28.985353469848633,39.83266830444336,19.080764770507812,37.69384002685547,37.8475341796875,0.4322188198566437
2010-01-07,6.303800106048584,22.655494689941406,14.73669147491455,6.5,29.55952262878418,39.54835891723633,19.258342742919922,37.48942565917969,37.72862243652344,0.42374834418296814
2010-01-08,6.345713138580322,22.811738967895508,14.933149337768555,6.676000118255615,29.48692512512207,39.6843376159668,19.31161880493164,37.43986892700195,37.577266693115234,0.4246639013290405
2010-01-11,6.289733409881592,22.52157211303711,14.910579681396484,6.515500068664551,29.387937545776367,39.690513610839844,19.256132125854492,37.291202545166016,37.99888229370117,0.4187118113040924
2010-01-12,6.218185901641846,22.37276840209961,14.64690113067627,6.367499828338623,28.701583862304688,39.90066146850586,19.16511344909668,37.7186164855957,37.809688568115234,0.404518187046051
2010-01-13,6.305895805358887,22.581090927124023,14.562808990478516,6.45550012588501,29.20313835144043,40.1540412902832,19.342695236206055,38.108882904052734,37.658355712890625,0.41001248359680176
2010-01-14,6.269376277923584,23.034942626953125,14.631272315979004,6.367499828338623,29.4935245513916,40.234405517578125,19.409292221069336,38.14604187011719,37.66374969482422,0.4036025404930115
2010-01-15,6.164602279663086,22.960548400878906,14.386942863464355,6.35699987411499,28.826969146728516,39.90066146850586,19.12071990966797,37.675254821777344,37.35566329956055,0.39169812202453613
2010-01-19,6.437314510345459,23.13910484313965,14.575957298278809,6.380499839782715,28.56298828125,40.3889045715332,19.50029945373535,38.23276901245117,37.44215393066406,0.3990239202976227
2010-01-20,6.338228225708008,22.759647369384766,14.397110939025879,6.289000034332275,28.642175674438477,40.26529312133789,19.404844284057617,37.71493148803711,36.77190017700195,0.3974214196205139
2010-01-21,6.228663444519043,22.32811737060547,14.460861206054688,6.330999851226807,26.754703521728516,39.53600311279297,18.745595932006836,37.334346771240234,36.0529899597168,0.3903246223926544
2010-01-22,5.919730186462402,21.54690170288086,13.643038749694824,6.071499824523926,25.843955993652344,39.060123443603516,18.36379623413086,37.627586364746094,35.728675842285156,0.3768177926540375
2010-01-25,6.078987121582031,21.814746856689453,13.394740104675293,6.015500068664551,25.876956939697266,39.072471618652344,18.208415985107422,37.827232360839844,35.59355163574219,0.38322773575782776
2010-01-26,6.164901256561279,21.948665618896484,13.454768180847168,5.973999977111816,25.368789672851562,38.806732177734375,18.01308250427246,37.86466598510742,35.63137435913086,0.37109455466270447
2010-01-27,6.2229766845703125,22.07515525817871,13.446829795837402,6.137499809265137,25.956148147583008,39.20844650268555,18.6257266998291,37.939537048339844,35.42598342895508,0.38116738200187683
2010-01-28,5.965831756591797,21.695701599121094,13.253103256225586,6.301499843597412,26.055145263671875,39.43093490600586,18.346036911010742,38.48233413696289,35.11247253417969,0.36834731698036194
2010-01-29,5.749398231506348,20.966564178466797,13.145200729370117,6.270500183105469,25.69877052307129,38.849979400634766,18.208415985107422,38.40122604370117,34.82600021362305,0.3523222506046295
2010-02-01,5.8293256759643555,21.137685775756836,13.221600532531738,5.94350004196167,26.154142379760742,38.99214553833008,18.570232391357422,38.675758361816406,35.77190399169922,0.379335880279541
2010-02-02,5.863154888153076,21.17487907409668,13.174469947814941,5.906000137329102,26.761301040649414,39.54835891723633,18.647924423217773,39.24348831176758,36.19352722167969,0.38322773575782776
2010-02-03,5.964034080505371,21.301376342773438,13.415080070495605,5.954999923706055,26.58971405029297,39.325870513916016,18.53915786743164,39.08750915527344,35.99894714355469,0.38643285632133484
2010-02-04,5.7490997314453125,20.71359634399414,13.066815376281738,5.796999931335449,25.30939483642578,38.71399688720703,18.434831619262695,38.3076171875,34.98276138305664,0.3639976978302002
2010-02-05,5.85117769241333,20.84752082824707,13.178688049316406,5.869500160217285,25.276391983032227,38.71399688720703,18.32607078552246,38.24525451660156,35.02598571777344,0.37132343649864197
2010-02-08,5.811066150665283,20.62431526184082,13.232763290405273,5.8414998054504395,24.88041877746582,38.54713439941406,18.434831619262695,38.06431198120117,35.00967025756836,0.37063655257225037
2010-02-09,5.873032093048096,20.840078353881836,13.30643367767334,5.901500225067139,25.33578109741211,38.78817367553711,18.483661651611328,38.53223419189453,35.47211837768555,0.3676605522632599
2010-02-10,5.841000556945801,20.8252010345459,13.257071495056152,5.868000030517578,25.65256690979004,38.76963424682617,18.593704223632812,38.476104736328125,35.28168487548828,0.37475746870040894
2010-02-11,5.94727087020874,20.92192268371582,13.305441856384277,6.004499912261963,25.751569747924805,38.880889892578125,18.92715835571289,38.65702819824219,35.493873596191406,0.3919270932674408
2010-02-12,5.998460292816162,20.780555725097656,13.224080085754395,5.982999801635742,25.70536231994629,38.76345443725586,18.847131729125977,38.53223419189453,35.254493713378906,0.39719247817993164
2010-02-16,6.088868141174316,21.19168472290039,13.426985740661621,5.876500129699707,26.44451141357422,39.313499450683594,19.09166717529297,39.1998176574707,36.059696197509766,0.404518187046051
2010-02-17,6.063419818878174,21.371084213256836,13.35033893585205,5.815499782562256,26.42471694946289,39.542179107666016,19.211719512939453,39.2122917175293,35.77678680419922,0.4084100127220154
2010-02-18,6.074795722961426,21.655132293701172,13.474611282348633,5.9039998054504395,26.66890525817871,39.88210678100586,19.331762313842773,39.54921340942383,35.88559341430664,0.3816252648830414
2010-02-19,6.037078380584717,21.505634307861328,13.413590431213379,5.875999927520752,26.418121337890625,39.738861083984375,19.298410415649414,39.586639404296875,35.836631774902344,0.3795650601387024
2010-02-22,5.999658584594727,21.475730895996094,13.464195251464844,5.9004998207092285,26.95928955078125,39.53960037231445,19.32063865661621,39.56791305541992,35.58092498779297,0.3802517354488373
2010-02-23,5.899074077606201,21.176729202270508,13.272451400756836,5.861999988555908,26.319128036499023,39.42749786376953,19.14501953125,39.43689727783203,35.3306770324707,0.37109455466270447
2010-02-24,6.0068440437316895,21.400985717773438,13.183151245117188,5.986000061035156,26.95928955078125,39.51466751098633,19.036094665527344,39.86116027832031,35.66252136230469,0.37887808680534363
2010-02-25,6.046957969665527,21.378562927246094,13.058135986328125,5.909999847412109,26.82069969177246,39.4088020324707,18.947174072265625,39.74262237548828,35.43947982788086,0.3754441440105438
